"Notes","Residence Census Region","Residence Census Region Code","Residence State","Residence State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2022","2022","Renal failure","N17-N19",1743,12972008,13.4,9.4
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2022","2022",,,3480,12972008,26.8,18.7
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2023","2023","Other bacterial diseases","A30-A49",1712,12961683,13.2,9.2
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2023","2023","Renal failure","N17-N19",1734,12961683,13.4,9.4
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2023","2023",,,3446,12961683,26.6,18.6
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2024 (provisional)","2024","Other bacterial diseases","A30-A49",1666,13078751,12.7,8.9
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2024 (provisional)","2024","Renal failure","N17-N19",1682,13078751,12.9,9.0
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2024 (provisional)","2024",,,3348,13078751,25.6,18.0
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",1677,13078751,12.8,8.9
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2025 (provisional and partial)","2025","Renal failure","N17-N19",1696,13078751,13.0,9.0
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2025 (provisional and partial)","2025",,,3373,13078751,25.8,17.8
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",86,13078751,0.7,0.4
,"Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2026 (provisional and partial)","2026","Renal failure","N17-N19",87,13078751,0.7,0.5
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42","2026 (provisional and partial)","2026",,,173,13078751,1.3,0.9
"Total","Census Region 1: Northeast","CENS-R1","Pennsylvania","42",,,,,20743,116526303,17.8,12.5
"Total","Census Region 1: Northeast","CENS-R1",,,,,,,65274,512626317,12.7,9.3
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2018","2018","Other bacterial diseases","A30-A49",539,12741080,4.2,3.5
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2018","2018","Renal failure","N17-N19",541,12741080,4.2,3.5
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2018","2018",,,1080,12741080,8.5,7.0
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2019","2019","Other bacterial diseases","A30-A49",496,12671821,3.9,3.2
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2019","2019","Renal failure","N17-N19",498,12671821,3.9,3.2
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2019","2019",,,994,12671821,7.8,6.3
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2020","2020","Other bacterial diseases","A30-A49",604,12587530,4.8,3.8
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2020","2020","Renal failure","N17-N19",612,12587530,4.9,3.9
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2020","2020",,,1216,12587530,9.7,7.6
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2021","2021","Other bacterial diseases","A30-A49",754,12671469,6.0,4.9
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2021","2021","Renal failure","N17-N19",758,12671469,6.0,4.9
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2021","2021",,,1512,12671469,11.9,9.8
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2022","2022","Other bacterial diseases","A30-A49",1029,12582032,8.2,6.4
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2022","2022","Renal failure","N17-N19",1038,12582032,8.2,6.5
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2022","2022",,,2067,12582032,16.4,12.9
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2023","2023","Other bacterial diseases","A30-A49",929,12549689,7.4,5.8
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2023","2023","Renal failure","N17-N19",936,12549689,7.5,5.8
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2023","2023",,,1865,12549689,14.9,11.6
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2024 (provisional)","2024","Other bacterial diseases","A30-A49",860,12710158,6.8,5.2
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2024 (provisional)","2024","Renal failure","N17-N19",871,12710158,6.9,5.3
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2024 (provisional)","2024",,,1731,12710158,13.6,10.5
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",859,12710158,6.8,5.2
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2025 (provisional and partial)","2025","Renal failure","N17-N19",869,12710158,6.8,5.3
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2025 (provisional and partial)","2025",,,1728,12710158,13.6,10.5
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",53,12710158,0.4,0.3
,"Census Region 2: Midwest","CENS-R2","Illinois","17","2026 (provisional and partial)","2026","Renal failure","N17-N19",54,12710158,0.4,0.3
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17","2026 (provisional and partial)","2026",,,107,12710158,0.8,0.7
"Total","Census Region 2: Midwest","CENS-R2","Illinois","17",,,,,12300,113934095,10.8,8.5
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2018","2018","Other bacterial diseases","A30-A49",562,6691878,8.4,7.1
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2018","2018","Renal failure","N17-N19",574,6691878,8.6,7.2
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2018","2018",,,1136,6691878,17.0,14.3
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2019","2019","Other bacterial diseases","A30-A49",561,6732219,8.3,7.0
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2019","2019","Renal failure","N17-N19",570,6732219,8.5,7.1
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2019","2019",,,1131,6732219,16.8,14.0
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2020","2020","Other bacterial diseases","A30-A49",678,6754953,10.0,8.3
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2020","2020","Renal failure","N17-N19",694,6754953,10.3,8.4
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2020","2020",,,1372,6754953,20.3,16.7
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2021","2021","Other bacterial diseases","A30-A49",932,6805985,13.7,11.3
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2021","2021","Renal failure","N17-N19",939,6805985,13.8,11.4
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2021","2021",,,1871,6805985,27.5,22.8
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2022","2022","Other bacterial diseases","A30-A49",918,6833037,13.4,10.9
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2022","2022","Renal failure","N17-N19",924,6833037,13.5,10.9
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2022","2022",,,1842,6833037,27.0,21.8
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2023","2023","Other bacterial diseases","A30-A49",742,6862199,10.8,8.8
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2023","2023","Renal failure","N17-N19",752,6862199,11.0,8.9
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2023","2023",,,1494,6862199,21.8,17.7
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2024 (provisional)","2024","Other bacterial diseases","A30-A49",710,6924275,10.3,8.2
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2024 (provisional)","2024","Renal failure","N17-N19",720,6924275,10.4,8.3
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2024 (provisional)","2024",,,1430,6924275,20.7,16.5
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",709,6924275,10.2,8.1
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2025 (provisional and partial)","2025","Renal failure","N17-N19",713,6924275,10.3,8.1
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2025 (provisional and partial)","2025",,,1422,6924275,20.5,16.3
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",36,6924275,0.5,0.4
,"Census Region 2: Midwest","CENS-R2","Indiana","18","2026 (provisional and partial)","2026","Renal failure","N17-N19",36,6924275,0.5,0.4
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18","2026 (provisional and partial)","2026",,,72,6924275,1.0,0.8
"Total","Census Region 2: Midwest","CENS-R2","Indiana","18",,,,,11770,61453096,19.2,15.6
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2018","2018","Other bacterial diseases","A30-A49",395,9995915,4.0,3.1
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2018","2018","Renal failure","N17-N19",398,9995915,4.0,3.1
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2018","2018",,,793,9995915,7.9,6.2
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2019","2019","Other bacterial diseases","A30-A49",421,9986857,4.2,3.2
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2019","2019","Renal failure","N17-N19",423,9986857,4.2,3.3
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2019","2019",,,844,9986857,8.5,6.5
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2020","2020","Other bacterial diseases","A30-A49",607,9966555,6.1,4.6
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2020","2020","Renal failure","N17-N19",613,9966555,6.2,4.6
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2020","2020",,,1220,9966555,12.2,9.3
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2021","2021","Other bacterial diseases","A30-A49",913,10050811,9.1,7.1
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2021","2021","Renal failure","N17-N19",920,10050811,9.2,7.1
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2021","2021",,,1833,10050811,18.2,14.2
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2022","2022","Other bacterial diseases","A30-A49",991,10034113,9.9,7.4
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2022","2022","Renal failure","N17-N19",1004,10034113,10.0,7.5
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2022","2022",,,1995,10034113,19.9,15.0
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2023","2023","Other bacterial diseases","A30-A49",1004,10037261,10.0,7.5
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2023","2023","Renal failure","N17-N19",1017,10037261,10.1,7.6
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2023","2023",,,2021,10037261,20.1,15.1
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2024 (provisional)","2024","Other bacterial diseases","A30-A49",943,10140459,9.3,6.9
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2024 (provisional)","2024","Renal failure","N17-N19",958,10140459,9.4,7.0
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2024 (provisional)","2024",,,1901,10140459,18.7,13.9
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",1011,10140459,10.0,7.4
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2025 (provisional and partial)","2025","Renal failure","N17-N19",1032,10140459,10.2,7.6
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2025 (provisional and partial)","2025",,,2043,10140459,20.1,14.9
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",68,10140459,0.7,0.5
,"Census Region 2: Midwest","CENS-R2","Michigan","26","2026 (provisional and partial)","2026","Renal failure","N17-N19",68,10140459,0.7,0.5
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26","2026 (provisional and partial)","2026",,,136,10140459,1.3,1.0
"Total","Census Region 2: Midwest","CENS-R2","Michigan","26",,,,,12786,90492889,14.1,10.7
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2018","2018","Other bacterial diseases","A30-A49",490,11689442,4.2,3.2
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2018","2018","Renal failure","N17-N19",493,11689442,4.2,3.3
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2018","2018",,,983,11689442,8.4,6.5
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2019","2019","Other bacterial diseases","A30-A49",516,11689100,4.4,3.4
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2019","2019","Renal failure","N17-N19",521,11689100,4.5,3.5
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2019","2019",,,1037,11689100,8.9,6.8
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2020","2020","Other bacterial diseases","A30-A49",634,11693217,5.4,4.2
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2020","2020","Renal failure","N17-N19",642,11693217,5.5,4.2
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2020","2020",,,1276,11693217,10.9,8.3
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2021","2021","Other bacterial diseases","A30-A49",1043,11780017,8.9,7.0
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2021","2021","Renal failure","N17-N19",1051,11780017,8.9,7.0
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2021","2021",,,2094,11780017,17.8,14.0
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2022","2022","Other bacterial diseases","A30-A49",1348,11756058,11.5,8.7
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2022","2022","Renal failure","N17-N19",1363,11756058,11.6,8.8
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2022","2022",,,2711,11756058,23.1,17.6
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2023","2023","Other bacterial diseases","A30-A49",1188,11785935,10.1,7.6
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2023","2023","Renal failure","N17-N19",1195,11785935,10.1,7.7
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2023","2023",,,2383,11785935,20.2,15.3
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2024 (provisional)","2024","Other bacterial diseases","A30-A49",1213,11883304,10.2,7.7
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2024 (provisional)","2024","Renal failure","N17-N19",1221,11883304,10.3,7.7
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2024 (provisional)","2024",,,2434,11883304,20.5,15.4
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",1384,11883304,11.6,8.7
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2025 (provisional and partial)","2025","Renal failure","N17-N19",1397,11883304,11.8,8.7
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2025 (provisional and partial)","2025",,,2781,11883304,23.4,17.4
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",65,11883304,0.5,0.4
,"Census Region 2: Midwest","CENS-R2","Ohio","39","2026 (provisional and partial)","2026","Renal failure","N17-N19",65,11883304,0.5,0.4
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39","2026 (provisional and partial)","2026",,,130,11883304,1.1,0.8
"Total","Census Region 2: Midwest","CENS-R2","Ohio","39",,,,,15829,106043681,14.9,11.4
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2018","2018","Other bacterial diseases","A30-A49",313,5813568,5.4,4.2
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2018","2018","Renal failure","N17-N19",316,5813568,5.4,4.2
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2018","2018",,,629,5813568,10.8,8.4
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2019","2019","Other bacterial diseases","A30-A49",335,5822434,5.8,4.4
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2019","2019","Renal failure","N17-N19",338,5822434,5.8,4.4
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2019","2019",,,673,5822434,11.6,8.9
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2020","2020","Other bacterial diseases","A30-A49",390,5832655,6.7,5.1
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2020","2020","Renal failure","N17-N19",400,5832655,6.9,5.2
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2020","2020",,,790,5832655,13.5,10.2
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2021","2021","Other bacterial diseases","A30-A49",539,5895908,9.1,7.3
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2021","2021","Renal failure","N17-N19",548,5895908,9.3,7.4
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2021","2021",,,1087,5895908,18.4,14.8
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2022","2022","Other bacterial diseases","A30-A49",701,5892539,11.9,8.9
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2022","2022","Renal failure","N17-N19",715,5892539,12.1,9.1
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2022","2022",,,1416,5892539,24.0,18.0
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2023","2023","Other bacterial diseases","A30-A49",657,5910955,11.1,8.3
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2023","2023","Renal failure","N17-N19",670,5910955,11.3,8.4
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2023","2023",,,1327,5910955,22.4,16.7
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2024 (provisional)","2024","Other bacterial diseases","A30-A49",620,5960975,10.4,7.5
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2024 (provisional)","2024","Renal failure","N17-N19",629,5960975,10.6,7.6
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2024 (provisional)","2024",,,1249,5960975,21.0,15.2
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",669,5960975,11.2,8.3
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2025 (provisional and partial)","2025","Renal failure","N17-N19",674,5960975,11.3,8.3
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2025 (provisional and partial)","2025",,,1343,5960975,22.5,16.6
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",27,5960975,0.5,0.3
,"Census Region 2: Midwest","CENS-R2","Wisconsin","55","2026 (provisional and partial)","2026","Renal failure","N17-N19",27,5960975,0.5,0.3
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55","2026 (provisional and partial)","2026",,,54,5960975,0.9,0.7
"Total","Census Region 2: Midwest","CENS-R2","Wisconsin","55",,,,,8568,53050984,16.2,12.1
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2018","2018","Other bacterial diseases","A30-A49",162,3156145,5.1,3.9
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2018","2018","Renal failure","N17-N19",162,3156145,5.1,3.9
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2018","2018",,,324,3156145,10.3,7.8
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2019","2019","Other bacterial diseases","A30-A49",169,3155070,5.4,4.0
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2019","2019","Renal failure","N17-N19",171,3155070,5.4,4.1
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2019","2019",,,340,3155070,10.8,8.1
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2020","2020","Other bacterial diseases","A30-A49",239,3163561,7.6,5.7
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2020","2020","Renal failure","N17-N19",240,3163561,7.6,5.7
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2020","2020",,,479,3163561,15.1,11.4
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2021","2021","Other bacterial diseases","A30-A49",271,3193079,8.5,6.7
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2021","2021","Renal failure","N17-N19",276,3193079,8.6,6.8
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2021","2021",,,547,3193079,17.1,13.5
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2022","2022","Other bacterial diseases","A30-A49",385,3200517,12.0,9.2
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2022","2022","Renal failure","N17-N19",392,3200517,12.2,9.4
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2022","2022",,,777,3200517,24.3,18.6
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2023","2023","Other bacterial diseases","A30-A49",328,3207004,10.2,7.7
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2023","2023","Renal failure","N17-N19",332,3207004,10.4,7.8
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2023","2023",,,660,3207004,20.6,15.5
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2024 (provisional)","2024","Other bacterial diseases","A30-A49",311,3241488,9.6,7.1
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2024 (provisional)","2024","Renal failure","N17-N19",316,3241488,9.7,7.2
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2024 (provisional)","2024",,,627,3241488,19.3,14.3
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",315,3241488,9.7,7.1
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2025 (provisional and partial)","2025","Renal failure","N17-N19",318,3241488,9.8,7.2
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2025 (provisional and partial)","2025",,,633,3241488,19.5,14.3
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",18,3241488,Unreliable,Unreliable
,"Census Region 2: Midwest","CENS-R2","Iowa","19","2026 (provisional and partial)","2026","Renal failure","N17-N19",18,3241488,Unreliable,Unreliable
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19","2026 (provisional and partial)","2026",,,36,3241488,1.1,0.8
"Total","Census Region 2: Midwest","CENS-R2","Iowa","19",,,,,4423,28799840,15.4,11.6
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2018","2018","Other bacterial diseases","A30-A49",192,2911505,6.6,5.4
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2018","2018","Renal failure","N17-N19",191,2911505,6.6,5.4
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2018","2018",,,383,2911505,13.2,10.8
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2019","2019","Other bacterial diseases","A30-A49",182,2913314,6.2,5.0
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2019","2019","Renal failure","N17-N19",185,2913314,6.4,5.1
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2019","2019",,,367,2913314,12.6,10.1
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2020","2020","Other bacterial diseases","A30-A49",201,2913805,6.9,5.5
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2020","2020","Renal failure","N17-N19",206,2913805,7.1,5.6
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2020","2020",,,407,2913805,14.0,11.2
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2021","2021","Other bacterial diseases","A30-A49",298,2934582,10.2,8.3
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2021","2021","Renal failure","N17-N19",301,2934582,10.3,8.4
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2021","2021",,,599,2934582,20.4,16.6
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2022","2022","Other bacterial diseases","A30-A49",382,2937150,13.0,10.3
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2022","2022","Renal failure","N17-N19",389,2937150,13.2,10.5
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2022","2022",,,771,2937150,26.2,20.8
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2023","2023","Other bacterial diseases","A30-A49",308,2940546,10.5,8.5
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2023","2023","Renal failure","N17-N19",308,2940546,10.5,8.5
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2023","2023",,,616,2940546,20.9,17.1
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2024 (provisional)","2024","Other bacterial diseases","A30-A49",302,2970606,10.2,8.0
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2024 (provisional)","2024","Renal failure","N17-N19",308,2970606,10.4,8.2
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2024 (provisional)","2024",,,610,2970606,20.5,16.2
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",337,2970606,11.3,9.0
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2025 (provisional and partial)","2025","Renal failure","N17-N19",339,2970606,11.4,9.1
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2025 (provisional and partial)","2025",,,676,2970606,22.8,18.2
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",22,2970606,0.7,0.6
,"Census Region 2: Midwest","CENS-R2","Kansas","20","2026 (provisional and partial)","2026","Renal failure","N17-N19",22,2970606,0.7,0.6
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20","2026 (provisional and partial)","2026",,,44,2970606,1.5,1.1
"Total","Census Region 2: Midwest","CENS-R2","Kansas","20",,,,,4473,26462720,16.9,13.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2018","2018","Other bacterial diseases","A30-A49",240,5611179,4.3,3.5
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2018","2018","Renal failure","N17-N19",247,5611179,4.4,3.6
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2018","2018",,,487,5611179,8.7,7.1
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2019","2019","Other bacterial diseases","A30-A49",251,5639632,4.5,3.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2019","2019","Renal failure","N17-N19",257,5639632,4.6,3.7
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2019","2019",,,508,5639632,9.0,7.4
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2020","2020","Other bacterial diseases","A30-A49",325,5657342,5.7,4.6
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2020","2020","Renal failure","N17-N19",329,5657342,5.8,4.7
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2020","2020",,,654,5657342,11.6,9.3
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2021","2021","Other bacterial diseases","A30-A49",499,5707390,8.7,7.1
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2021","2021","Renal failure","N17-N19",511,5707390,9.0,7.3
"Total","Census Region 2: Midwest","CENS-R2","Minnesota","27","2021","2021",,,1010,5707390,17.7,14.4
,"Census Region 2: Midwest","CENS-R2","Minnesota","27","2022","2022","Other bacterial diseases","A30-A49",602,5717184,10.5,8.2
